stamp,rl_tire_pressure_gauge,rl_tire_pressure
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=748096968)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=748096968)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=749408585)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=749408585)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=749408585)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=749408585)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=748211163)",1421.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750606578)",1422.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750606578)",1422.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750606578)",1422.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750606578)",1422.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=747781155)",1421.0,2404.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750359105)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750359105)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750359105)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750359105)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=747819882)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=747819882)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=747819882)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=747819882)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=747819882)",1420.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=748156955)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=748156955)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=748156955)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=748156955)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=748156955)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=747828735)",1417.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=747828735)",1417.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=747828735)",1417.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=747828735)",1417.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=747828735)",1417.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=748234355)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=750399774)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=750399774)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=750399774)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=750399774)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=747943288)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=747943288)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=747943288)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=747943288)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=747943288)",1416.0,2399.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=747957528)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=747957528)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=747957528)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=747957528)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=747957528)",1419.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=748024594)",1418.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=748024594)",1418.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=748024594)",1418.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=748024594)",1418.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=748024594)",1418.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748040606)",1418.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748040606)",1418.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748040606)",1418.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748040606)",1418.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748040606)",1418.0,2401.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=747965865)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=747965865)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=747965865)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=747965865)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=747965865)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748755690)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748755690)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748755690)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748755690)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748755690)",1419.0,2402.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748750511)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748750511)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748750511)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748750511)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748750511)",1420.0,2403.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748945045)",1424.0,2406.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748945045)",1424.0,2406.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748945045)",1424.0,2406.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748945045)",1424.0,2406.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748945045)",1424.0,2406.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748794798)",1425.0,2407.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748794798)",1425.0,2407.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748794798)",1425.0,2407.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748794798)",1425.0,2407.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748794798)",1425.0,2407.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748988665)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748988665)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748988665)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748988665)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748988665)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748789021)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748789021)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748789021)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748789021)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748789021)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748852043)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748852043)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748852043)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748852043)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748852043)",1427.0,2409.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748928748)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748928748)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748928748)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748928748)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748928748)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748863346)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748863346)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748863346)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748863346)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748863346)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748913929)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748913929)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748913929)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748913929)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748913929)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748860306)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748860306)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748860306)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748860306)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748860306)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=749011606)",1428.0,2410.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=749011606)",1428.0,2410.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=749011606)",1428.0,2410.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=749011606)",1428.0,2410.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=749011606)",1428.0,2410.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748855210)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748855210)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748855210)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748855210)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748855210)",1428.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748848853)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748848853)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748848853)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748848853)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748848853)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749777625)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749777625)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749777625)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749777625)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=748882949)",1429.0,2411.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753629985)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753629985)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753629985)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753629985)",1431.0,2413.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749866786)",1433.0,2415.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749866786)",1433.0,2415.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749866786)",1433.0,2415.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749866786)",1433.0,2415.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749866786)",1433.0,2415.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749785948)",1434.0,2416.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752245986)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752245986)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752245986)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752245986)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752245986)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754805295)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754805295)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754805295)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754805295)",1436.0,2418.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749833644)",1437.0,2419.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749833644)",1437.0,2419.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749833644)",1437.0,2419.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749833644)",1437.0,2419.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749833644)",1437.0,2419.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750489797)",1440.0,2421.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750489797)",1440.0,2421.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750489797)",1440.0,2421.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750489797)",1440.0,2421.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750489797)",1440.0,2421.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750381980)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750381980)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750381980)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750381980)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750381980)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749876965)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749876965)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749876965)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749876965)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749876965)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749813225)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749813225)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749813225)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749813225)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749813225)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=749972937)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=749972937)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=749972937)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=749972937)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=749972937)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=749872358)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=749872358)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=749872358)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=749891017)",1442.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=749891017)",1442.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=749891017)",1442.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=749891017)",1442.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=749891017)",1442.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=749938252)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=749938252)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=749938252)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=749938252)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=749938252)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750693092)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750693092)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750693092)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750693092)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750693092)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=751172477)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=751172477)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=751172477)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=751172477)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=751172477)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=751062521)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=751062521)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=751062521)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=751062521)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=751062521)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=750943584)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=750943584)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=750943584)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=750943584)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=750943584)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=751318796)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752396149)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752396149)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752396149)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752396149)",1441.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=751153006)",1443.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=751153006)",1443.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=751153006)",1443.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=751153006)",1443.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=751153006)",1443.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=750846038)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=754168432)",1442.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=754168432)",1442.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=754168432)",1442.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=754168432)",1442.0,2424.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=750905087)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=750905087)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=750905087)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=750905087)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=750905087)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=751322507)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=751322507)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=751322507)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=751322507)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=751322507)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=750841523)",1443.0,2425.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=750841523)",1443.0,2425.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=750841523)",1443.0,2425.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=750841523)",1443.0,2425.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=750841523)",1443.0,2425.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750844915)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750844915)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750844915)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750844915)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750844915)",1441.0,2423.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=750901127)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=750901127)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=750901127)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=750901127)",1440.0,2422.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=750901127)",1440.0,2422.0
