stamp,fr_tire_pressure_gauge,fr_tire_pressure
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750362015)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=750362015)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477607, nanosec=746750871)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750208844)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750208844)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750208844)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477608, nanosec=750208844)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=746828099)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=746828099)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=746828099)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=746828099)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477609, nanosec=746828099)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=746792734)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=746792734)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=746792734)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=746792734)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=746792734)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=746803693)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=746803693)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=746803693)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=746803693)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=746803693)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=746833601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=746833601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=746833601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=746833601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=746833601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=746954467)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=746954467)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=746954467)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=746954467)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=746954467)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=746851077)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=746851077)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=746851077)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=746851077)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=746851077)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=746911384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=746911384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=746911384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=746911384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477615, nanosec=746911384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=746906028)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=746906028)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=746906028)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=746906028)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477616, nanosec=746906028)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=746859140)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=746859140)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=746859140)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=746859140)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=746859140)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=746903998)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=746903998)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=746903998)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=746903998)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=746903998)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=746851391)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=746851391)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=746851391)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=746851391)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=746851391)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=747738290)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=747738290)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=747738290)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=747738290)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=747738290)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748219556)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748219556)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748219556)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748219556)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748219556)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=747771179)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=747771179)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=747771179)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=747771179)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=747771179)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748332601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748332601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748332601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748332601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=748332601)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=747785747)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=747785747)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=747785747)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=747785747)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=747785747)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=747810207)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=747810207)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=747810207)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=747810207)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=747810207)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=747832827)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=747832827)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=747832827)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=747832827)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=747832827)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=747790479)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=747790479)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=747790479)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=747790479)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=747790479)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=747800289)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=747800289)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=747800289)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=747800289)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=747800289)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=747799735)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=747799735)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=747799735)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=747799735)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=747799735)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=747970784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=747970784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=747970784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=747970784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=747970784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=747829912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=747829912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=747829912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=747829912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=747829912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=747810394)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=747810394)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=747810394)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=747810394)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=747810394)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=748735002)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=748735002)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=748735002)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=748735002)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=747866983)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=747866983)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=747866983)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=747866983)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=747866983)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=747869481)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=747869481)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=747869481)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=747869481)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=747869481)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=748815879)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=748815879)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=748815879)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=748815879)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=748815879)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=748745266)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=748745266)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=748745266)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=748745266)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=748745266)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=749199701)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754583921)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754583921)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754583921)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754583921)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=748775456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=748775456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=748775456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=748775456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=748775456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750152040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750152040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750152040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750152040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750152040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=748879194)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=748879194)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=748879194)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=748879194)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=748879194)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=748787048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=748787048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=748787048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=748787048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=748787048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749236625)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749236625)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749236625)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749236625)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=749236625)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=748871343)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=748871343)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=748871343)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=748871343)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=748871343)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=748818188)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=748818188)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=748818188)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=748874955)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=748874955)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=748874955)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=748874955)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477647, nanosec=748874955)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=748905439)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=748905439)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=748905439)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=748905439)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477648, nanosec=748905439)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750459252)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750459252)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750459252)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750459252)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477649, nanosec=750459252)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=749760664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=749760664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=749760664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=749760664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477650, nanosec=749760664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=748919474)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=748919474)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=748919474)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=748919474)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477651, nanosec=748919474)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=749784979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=749784979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=749784979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=749784979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477652, nanosec=749784979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=750214973)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=750214973)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=750214973)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=750214973)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477653, nanosec=750214973)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752250940)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752250940)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752250940)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752250940)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477654, nanosec=752250940)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=749772979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=749772979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=749772979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=749772979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477655, nanosec=749772979)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=749805733)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=749805733)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=749805733)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=749805733)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477656, nanosec=749805733)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=750503686)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=750503686)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=750503686)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=750503686)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477657, nanosec=750503686)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=749905530)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=749905530)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=749905530)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=749905530)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477658, nanosec=749905530)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=750218551)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=750218551)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=750218551)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=750218551)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477659, nanosec=750218551)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=749833943)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=749833943)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=749833943)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=749833943)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477660, nanosec=749833943)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750339622)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750339622)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750339622)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750339622)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477661, nanosec=750339622)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=749841316)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=749841316)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=749841316)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=749841316)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477662, nanosec=749841316)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477663, nanosec=750482540)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477663, nanosec=750482540)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477663, nanosec=750482540)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477663, nanosec=750482540)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477663, nanosec=750482540)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477664, nanosec=749896792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477664, nanosec=749896792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477664, nanosec=749896792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477664, nanosec=749896792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477664, nanosec=749896792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477665, nanosec=749864895)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477665, nanosec=749864895)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477665, nanosec=749864895)",0.0,0.0
